Topic,Premise,Conclusion,Novelty,Confidence
Torture,"It is not necessary that there be a high probability that the ""ticking time bomb"" scenario will occur. What is important is that it is not implausible to imagine that it could occur. If it were to occur, leaders must be in a position of flexibility to use torture to to save a million lives.","A one-in-a-million probability of the ""ticking time bomb"" occurring is sufficient to justify",1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",The EU should not discriminate against religion.,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts demonstrates American justice,1,very confident
Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,Consumer pressure is a powerful tool.,1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",Opposing Turkey's admission on the basis of Europe's Christian heritage is wrong.,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The nuclear deal will open the door to other technologies,1,very confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",Consumer pressure is too weak to end child labour,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkey's EU membership risks provoking populists,1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",EU states strongly opposed to Turkey's admission should not be dragged along,1,very confident
Trying terrorist suspects in civilian courts,"New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.",Trying terrorist suspects in civil courts is better than violence,1,very confident
Torture,"Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.",Terrorists would not be threatened by a Western policy of torture,1,very confident
Torture,"In an October 2006 BBC survey of 27,000 people in 25 countries, more than one out of three people in nine of those countries, including America, considered a degree of torture acceptable if it saved lives.","Torture ""to save lives"" has a substantial body of support among publics:",1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",EU states strongly opposed to Turkey's admission should not be dragged along,1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",Turkish membership may cause a backlash among EU publics.,1,very confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",Two-state solution to Israeli-Palestinian conflict fails,1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.",EU states strongly opposed to Turkey's admission should not be dragged along,1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",Educational TV shows are beneficial for children.,1,confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",Television is mostly directed to films and shows that have commercial purposes but little cultural value:,1,very confident
Trying terrorist suspects in civilian courts,"Rudy Giuliani told reporters about the 2006 civilian trial of ""20th hijacker"": ""I was in awe of our system. It does demonstrate that we can give people a fair trial, that we are exactly what we say we are. We are a nation of law.... I think he's going to be a symbol of American justice.",Trying terrorist suspects in civilian courts shows American justice,1,very confident
Torture,"Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.",Terrorists would not be threatened by a Western policy of torture,1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",Transporting offshore oil to shores by ship has environmental costs.,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize.,1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,The nuclear deal will open the door to other technologies,1,very confident
TV viewing is harmful to children,"The popularity of TV watching is among the reasons of this phenomenon. Violence, aggression, crimes and wars are broadcast through the daily news as well as in movies, showing dark pictures that encourage psychological tension, pessimism and negative emotions.",Depression is a well-known psychological problem of modern society that is partly caused by TV watching:,1,confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,US can supply India with high technology that will help it modernize.,1,very confident
Trade vs aid,"Trade does not exist in a vacuum. It needs a wider infrastructure to support it, e.g. roads, railways, ports, education to produce capable civil servants to administer trading rules, etc. Without foreign aid, developing countries are not able to develop this kind of support, and so cannot participate effectively in international trade. Aid is not always in the form of money - it may also be given through expert advisors who help countries prepare for the challenges of globalisation.",['The quality of trade is determined by the infrastructure.'],1,very confident
United Nations Standing Army,Maintenance of a standing army involves taxing and imposing on member states. The United Nations' chartered mission statement has no mention of the United Nations having the right to do this.,['The United Nations is not authorized to establish a standing army.'],0,very confident
Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",['The cost of executing the 9/11 suspects in NYC would be high.'],0,very confident
Two-state solution to Israeli-Palestinian conflict,A two-state solution offers the Palestinians a very small amount of territory in the West Bank and Gaza strip. This small amount of space is not going to work for such a large and rapidly growing population of Palestinians.,['The two-state solution does not provide enough space for Palestinians.'],0,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
US-Indian nuclear deal,"In the 1950s, the United States helped India develop nuclear energy under the Atoms for Peace program. The United States built a nuclear reactor for India, provided nuclear fuel for a time, and allowed Indian scientists study at U.S. nuclear laboratories. This long history was interrupted when India tested its first bomb in 1973. While this broke relations with the US, India made it clear that it was, nevertheless, a responsible power.","[""India's nuclear program has been under the protection of the US for several decades.""]",0,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.","[""The Twin Towers' lack of reconstruction is a testament to the downfall of American culture.""]",1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,['Other technologies will be accessible once the nuclear deal is concluded.'],1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,['Other technologies will be accessible once the nuclear deal is concluded.'],1,very confident
Two-state solution to Israeli-Palestinian conflict,"The Reut Institute described in a May 1, 2008 report, ""a trend towards the erosion of the principle of the Two-State Solution among the'moderate' Palestinian camp, as well as among additional Arab elements.",['The public is increasingly against the proposed two-state solution.'],1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.","[""Turkey's admission onto the continent is not justified based on Christian heritage.""]",1,very confident
Torture,"While some argue that the ""ticking time-bomb"" is a fictitious experiment that impossibly requires perfect information, it need not be based on perfect information. A leader can justifiably determine that torture is the best course of action on the existence of reasonable probabilities that a ""ticking time bomb"" exists and threatens a certain amount of lives, and that a suspect retains information that could save those lives and has a good chance of being extracted through torture.",['It is necessary to allow leaders to determine with certainty that torture is the most likely means of saving hundreds of thousands of people.'],1,very confident
Trying 9/11 terror suspects in NYC courts,"The additional security required to guard against #3 will cost the federal and city governments a fortune, interfere with the administration of justice in a busy federal district and busy federal prison, add to the traffic and delays already extant in lower Manhattan, and place a great burden on the jurors, judge, and prosecutors.",['The accomplishment of playing a challenging video game is felt.'],0,very confident
UN Security Council veto,"It is no longer viable to argue that nations agreed to join the UN as an unequal body. As a global constitution, the UN charter must uphold sovereign equality. And, yet, the UN SC veto power violates this principle.","[""UN Security Council's veto is inconsistent with the principle of equality.""]",0,very confident
US health care reform,"The Congressional Budget Office and most of the experts I talk to (including many who support the bill) do not believe it will seriously bend the cost curve. [...] Over its first several years, the demand for health care will rise sharply. The supply will not. Providers will have the same perverse incentives. As a result, prices will skyrocket while efficiencies will not. There will be a bipartisan rush to gut reform.",['The Shiite population in Iraq is not conducive to the growth of al Qaeda.'],0,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",['The utilization of toxic uranium or grinding to produce nuclear energy is necessary.'],1,very confident
Trying terrorist suspects in civilian courts,"The jobs created to handle the trying and imprisoning of terrorists are an attractive component of bringing them to US territory, particularly during economic difficulties. This is demonstrate in Illinois, where Senator Dick Durbin (D) has been seeking the opportunity for precisely this reason - to create jobs and possibly even win greater voter support.",['Job creation will be created by trying terrorists.'],0,very confident
US health care reform,ObamaCare would require Americans to buy government-approved health insurance. It would make it illegal to offer choices in insurance plans beyond the handful of very similar ones that the government would allow. It would become illegal to offer new and innovative plans. [...] Competition and choice would diminish tremendously. One-size-fits-all conformity would rule the day.,['The implementation of ObamaCare would result in the suppression of innovation and choice.'],0,very confident
Two-state solution to Israeli-Palestinian conflict,"we are further from implementing the two-state solution today than we were in 2001. In fact, it can't be implemented because the Palestinians themselves constitute two states. Without Palestinian unity -- unity that ended with the Hamas election and then full seizure of power in Gaza--the two-state solution is simply not achievable.",['The Palestinian population is too divided to establish a state.'],1,very confident
US electoral college,"Parties know that certain states will always vote one way eg Alaska always votes Republican, Massachusetts usually votes Democrat. Both parties generally spend less resources on campaigning in these ‘safe’ states, and pay more attention to the needs of electors in ‘swing’ states, such as Michigan and Florida, which determine the outcome of elections. This can mean that elections become less competitive as resources are concentrated on a smaller geographical area and smaller section of society.","['The electoral college\'s ""winner-takes-all"" approach results in campaign contributions being limited to swing states.']",1,confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The transportation of offshore oil to shores by ship has environmental implications.'],1,very confident
Trying terrorist suspects in civilian courts,"a federal court trial will come sooner and be speedier, since the new military rules have yet to be completed and tested in the real world.",['New Mexico Governor Bill Richardson'],0,very confident
Torture,"The ends do not justify the means in the case of torture. Because we accept that torture is always morally wrong, even if torture had the potential to save lives, it is unacceptable to sacrifice principle to achieve these ends. Torture violates the dignity of the human being Torture violates protections of the vulnerable",['Torture is never acceptable.'],0,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.","[""The US's attempt to trial terrorists could lead to a terrorist attack.""]",1,very confident
Unilateral US military strike inside Pakistan,We can do that using the leverage of aid to induce democracy.,['The United States has the ability to instigate a democratic process in Pakistan.'],1,confident
Torture,"Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.",['A Western policy of torture would not be a threat to terrorists.'],1,very confident
US debt ceiling deal,This bitter debate and the modest result will leave job-creators and consumers feeling uncertain. The Institute for Supply Management's July manufacturing report shows how bad feelings can hold back the economy.,"[""Pakistan's efforts to combat terrorism are being underwhelming.""]",0,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",['The EU public may react negatively to Turkish membership.'],1,very confident
Twin Towers reconstruction,"The best memorial for the victims of 9/11 and the ensuing wars would definitely be rebuilt Twin Towers, not two uglish pits.",['We must stand with the people of Pakistan.'],0,very confident
US offshore oil drilling,"Not all offshore oil rigs are visible from coastlines. Many are too far to see, and so do not represent an eyesore for residents, tourists, beach-goers or anyone else.",['Offshore oil rigs are not visible from beaches.'],0,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.","[""The Twin Towers' lack of reconstruction is a testament to the downfall of American culture.""]",1,very confident
Torture,"The ends do not justify the means in the case of torture. Because we accept that torture is always morally wrong, even if torture had the potential to save lives, it is unacceptable to sacrifice principle to achieve these ends. Torture violates the dignity of the human being Torture violates protections of the vulnerable",['Torture cannot be used as a means to justify its end.'],0,very confident
US offshore oil drilling,"Pat Bishop, a Republic property owner said in June of 2008, ""I don't want any more of those ugly derricks out there.","['The drilling onshore has adverse effects on the environment, including those that provide views and property values.']",1,very confident
United Nations Standing Army,"without involving the creation of a standing army they will not address the central problems of peacekeeping. Proposals for a rapid reaction force may speed up the arrival of troops a little, but it will still make the UN dependent upon the goodwill of member states; if they choose not to participate in a particular mission, then the usual long delays and inadequate forces will result.",['FISA granted the president the authority to conduct electronic surveillance during wartime without warrants.'],0,very confident
Trying 9/11 terror suspects in NYC courts,"Terrorists are a certain kind of villan. They attempt to kill massive numbers of civilians in a war against civilization and society. They are not like common criminals, so should not be treated as such, with rights in a civilian trial.",['Famine does not occur globally due to a lack of food.'],0,very confident
US and NATO intervention in Libya,"A growing chorus of international voices has now called for Qadhafi’s departure, including the G8, the Contact Group representing more than 20 countries, Russian President Medvedev, Turkish Prime Minister Erdogan, and several key African leaders such as the Presidents of Gabon, Mauritania, and Senegal. This growing consensus and Qadhafi’s control of less and less of Libya indicate that his departure is only a matter of time.","[""Qadhafi's departure has been demanded by a multitude of global leaders.""]",0,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.","[""The US's attempt to trial terrorists could lead to a terrorist attack.""]",1,very confident
Trying terrorist suspects in civilian courts,"New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.",['The use of civil courts to try terrorist suspects is a better option than using violent force.'],1,very confident
Trying terrorist suspects in civilian courts,"Former New York Mayor Rudy Giuliani commented that he felt the decision to try terror suspects in New York: ""seems to be an overconcern with the rights of terrorists and a lack of concern for the rights of the public.",['Terrorists are not being prosecuted in civilian courts.'],0,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The transportation of offshore oil to shores by ship has environmental implications.'],1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",['The EU public may react negatively to Turkish membership.'],1,very confident
US-Indian nuclear deal,The deal may also presage Indian access to various forms of high technology from the United States that are currently unavailable because of nuclear-related restrictions.,['Other technologies will be accessible once the nuclear deal is concluded.'],1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.",['The EU public may react negatively to Turkish membership.'],1,very confident
US health care reform,"It also estimates that the bill would reduce deficits over the next decade by $132 billion and even more in the following decade. Despite all the exaggerated Republican rhetoric that the bill will lead to fiscal disaster, it has been carefully and responsibly drafted so that it is fully paid for without busting future budgets.",['Propaganda was not effectively disseminated in previous court speeches by terrorists.'],0,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The transportation of offshore oil to shores by ship has environmental implications.'],1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The transportation of offshore oil to shores by ship has environmental implications.'],1,very confident
US health care reform,"The Congressional Budget Office and most of the experts I talk to (including many who support the bill) do not believe it will seriously bend the cost curve. [...] Over its first several years, the demand for health care will rise sharply. The supply will not. Providers will have the same perverse incentives. As a result, prices will skyrocket while efficiencies will not. There will be a bipartisan rush to gut reform.",['Costs will not be reduced by health care reform.'],0,very confident
United Nations Standing Army,Maintenance of a standing army involves taxing and imposing on member states. The United Nations' chartered mission statement has no mention of the United Nations having the right to do this.,"['To maintain a standing army, it is necessary to tax and impose on states.']",0,very confident
Using sanctions to end child labor,Boycotts of one producer lead others to act out of fear of negative publicity - the market takes care of the problem itself.,['The power of consumer pressure is potent.'],1,very confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",['The Israeli-Palestinian conflict requires a two-state solution that is not successful.'],1,very confident
US debt ceiling deal,"Republicans will surely be emboldened by the way Mr. Obama keeps folding in the face of their threats. He surrendered last December, extending all the Bush tax cuts; he surrendered in the spring when they threatened to shut down the government; and he has now surrendered on a grand scale to raw extortion over the debt ceiling. Maybe it’s just me, but I see a pattern here.",['There is no invasion of privacy in surveillance footage.'],0,very confident
US offshore oil drilling,"Pat Bishop, a Republic property owner said in June of 2008, ""I don't want any more of those ugly derricks out there.","['The drilling onshore has adverse effects on the environment, including those that provide views and property values.']",1,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.","[""The Twin Towers' lack of reconstruction is a testament to the downfall of American culture.""]",1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,['The 2006 presidential election saw Turkey gain unanimous support.'],0,confident
Unilateral US military strike inside Pakistan,"The Paksitani people seek a legitimate government that reflects its will. But the U.S. has been aiding Musharaff, a dictator, so on the political front the people's calls for democracy have been stifled to some degree by America. A unilateral U.S. action would add insult to injury in this regard, as it would be a gross violation of Pakistani sovereignty and another blow to the democratic movement of peoples to represent themselves.","[""Pakistan's democracy would be jeopardized by unilateral US strikes.""]",0,very confident
Two-state solution to Israeli-Palestinian conflict,"International consensus or no, the two-state solution is a chimera. Peace will not be achieved by granting sovereignty to the Palestinians, because Palestinian sovereignty has never been the Arabs' goal. Time and time again, a two-state solution has been proposed. Time and time again, the Arabs have turned it down.",['The Israeli-Palestinian conflict requires a two-state solution that is not successful.'],1,very confident
Trying terrorist suspects in civilian courts,"Apart from the fact that any such trial will be a security nightmare and a terror threat to New York -- what better propaganda-by-deed than blowing up the entire courtroom, making KSM a martyr and making the judge, jury and spectators into fresh victims? -- it will endanger U.S. security.","[""The US's attempt to trial terrorists could lead to a terrorist attack.""]",1,very confident
Trying terrorist suspects in civilian courts,"New York Mayor Rudy Giuliani praised the trial of the 1993 bombing of the World Trade Center, saying, ""New Yorkers won’t meet violence with violence, but with a far greater weapon -- the law.",['The use of civil courts to try terrorist suspects is a better option than using violent force.'],1,very confident
Turkey EU membership,"The possible negative impact of Turkish EU membership upon existing members must be considered. The recent rise of far-right anti-immigration politicians, such as Jean-Marie Le Pen, Jorg Haidar and Pym Fortuyn point to a dangerous public reaction to more open borders and unchecked migration.","[""Turkey's EU membership may cause populist uprisings.""]",1,very confident
Trying terrorist suspects in civilian courts,"In terrorist trials over the past 15 years, federal prosecutors and judges have gained extensive experience protecting intelligence sources and methods, limiting a defendant's ability to raise irrelevant issues and tightly controlling the courtroom.",['Peace and a two-state solution are essential for maintaining regional stability.'],0,very confident
Trying 9/11 terror suspects in NYC courts,"Which brings us to the idea that allowing Mr. Mohammed to take the stand will give him a soapbox. The truth is, if the trial provides a propaganda platform for anybody, it will be for our side. [...] First, federal courts do not permit TV cameras in the courtroom, so the opportunity for “real time” jihadist propagandizing won’t exist.",['The use of TV cameras during the trials of 9/11 suspects is prohibited.'],0,very confident
US health care reform,No bill this unpopular has ever before passed on a straight party-line vote. We're in a new political world. I'm not sure I understand it.,['Two-party systems are more dependable:'],0,very confident
Twin Towers reconstruction,"Actually, the currently planned status of the WTC site is one giant advertisement for the success of terrorism.","[""The Twin Towers' lack of reconstruction is a testament to the downfall of American culture.""]",1,very confident
Turkey EU membership,"Europe does have a predominantly Christian heritage, but no modern, religiously tolerant politician should oppose the membership of a country on the basis of religious differences. This would be intolerant and wrong.",['It is unacceptable for the EU to exhibit any form of discrimination towards religion.'],1,very confident
United Nations Standing Army,Maintenance of a standing army involves taxing and imposing on member states. The United Nations' chartered mission statement has no mention of the United Nations having the right to do this.,['The UN does not have the authority to maintain a standing army.'],0,very confident
US offshore oil drilling,"Offshore oil rigs in the western Gulf of Mexico, one of the exceptions to the ban imposed by Congress, endured Hurricane Katrina without spills.",['Offshore oil rigs in the Gulf of Mexico were not affected by spills.'],0,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The transportation of offshore oil to shores by ship has environmental implications.'],1,very confident
Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.","['In a two-party system, third parties are unlikely to succeed.']",1,very confident
US health care reform,"The Congressional Budget Office and most of the experts I talk to (including many who support the bill) do not believe it will seriously bend the cost curve. [...] Over its first several years, the demand for health care will rise sharply. The supply will not. Providers will have the same perverse incentives. As a result, prices will skyrocket while efficiencies will not. There will be a bipartisan rush to gut reform.",['The Shiite population in Iraq is not conducive to the growth of al Qaeda.'],0,very confident
TV viewing is harmful to children,"There are various educational TV shows for children that were proven to teach children basic literacy skills or helped them think creatively. These include Sesame Street, Blue's Clues, Reading Rainbow, and many more. Moreover, they were also popular among children.",['Children can benefit from watching TV shows that offer educational content.'],1,confident
US health care reform,"To be sure, they would provide insurance to 30 million or more Americans by 2019. People would enjoy more security. But even these gains must be qualified. Some of the newly insured will get healthier, but how many and by how much is unclear. The uninsured now receive 50 percent to 70 percent as much care as the insured. The administration argues that today's system has massive waste. If so, greater participation in the waste by the newly insured may not make them much better off.","['The uninsured will experience improvement, but not overall health.']",0,very confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,"['In a dual-party system, governments are more capable of driving policies.']",1,very confident
US health care reform,"there is simply no alternative [to a health insurance mandate]. If you're going to get everyone covered, you have to expand the risk pool so it includes everyone.",['Insurance regulations expand the range of risk.'],0,very confident
Using sanctions to end child labor,"Whilst opinion pollsters are told their interviewees are willing to pay more for ethical products, very few people put this into daily practice.",['Consumers are too reliant on their money to prevent the use of child labor.'],1,very confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.","[""The EU nations that are firmly against Turkey's admission should not be compelled to follow their lead.""]",1,very confident
Two-party system,"Third parties often find it difficult to emerge later, even if they have a decent following. The dominant parties tend to shape electoral rules to the exclusion of smaller parties, and the more dominant parties tend to be the most successful at raising funds.","['In a two-party system, third parties are unlikely to succeed.']",1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,"[""Turkey's accession to the EU marked a significant milestone in history.""]",1,confident
Turkey EU membership,"In a few states there are actually large majorities against: by as much as 2: 1 in Austria, France and Germany. The EU should not force these strongly opposed states to accept Turkey's admission into the EU.","[""The EU nations that are firmly against Turkey's admission should not be compelled to follow their lead.""]",1,very confident
Torture,"Terrorists are brutal enemies that would not be affected by the decision of a Western country to use torture. They are already kidnapping, torturing, and killing foreign troops without any calculating consideration of whether the country they oppose is utilizing the tactic of torture. Terrorists are already as extreme as can be; they won't be made more extreme and threatening to sovereign troops because a country is committing torture.",['A Western policy of torture would not be a threat to terrorists.'],1,very confident
US-Indian nuclear deal,"Blackwill said, ""Some experts say this apparent U.S. favoritism toward India could increase the nuclear rivalry between the intensely competitive nations, and potentially raise tensions in the already dangerous region. 'My impression is that [the Pakistanis] are worried this will feed the Indian nuclear weapons program and therefore weaken deterrence.' Other experts say the two countries, both admittedly now nuclear, could be forced to deal more cautiously with each other.",['The US-India nuclear agreement heightens the tension between India and Pakistan due to nuclear issues.'],1,confident
Two-party system,This is because one party is almost certain to have a clear majority. This means they can implement important changes quickly and without compromise.,['Legislative change is accelerated by the presence of two political parties.'],1,very confident
US offshore oil drilling,"These large ships release significant pollution into the oceans, and carry some risk of hitting the shore, and causing a spill.",['The requirement for water does not make it a right.'],0,very confident
US offshore oil drilling,"The United Statesis suffering a major energy crisis right now, and we should be drilling in as many places as we can manage. Offshore drilling may be a short-term solution to a long-term energy problem, but if countries like China can already drill and drain our nearby coastal regions of oil and gas deposits, there's no reason why we shouldn't save ourselves a few bucks at the gas pump until alternative energy sources are further developed.","['The demand for water rises as the population increases, resulting in it being unresponsive to market signals.']",0,very confident
US offshore oil drilling,"Pat Bishop, a Republic property owner said in June of 2008, ""I don't want any more of those ugly derricks out there.","['The drilling onshore has adverse effects on the environment, including those that provide views and property values.']",1,very confident
TV viewing is harmful to children,"Television has become a temple of mass production, shallow values and stereotypes that have a great influence on modern society. This negative effect spreads with the growing popularity of TV, especially among young people and children. It defiantly changes our society for the worse, trivialising culture and making us all conform to a bland, ""Hollywood"" model of entertainment in which regional traditions and diversity are lost.",['Education and culture are negatively impacted by television.'],1,confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",['The utilization of toxic uranium or grinding to produce nuclear energy is necessary.'],1,very confident
Underground nuclear waste storage,"Charles McCombie, Executive Director of Arius: ""The worst part is the part that we don’t see – the mining and milling of uranium.",['The utilization of toxic uranium or grinding to produce nuclear energy is necessary.'],1,very confident
Turkey EU membership,This was when its candidacy was unanimously accepted after three decades of consistent Turkish requests.,"[""Turkey's accession to the EU marked a significant milestone in history.""]",1,confident
